Shipment_ID,Origin_City,Destination_City,Carrier,Transport_Mode,Distance_KM,Weight_KG,Delivery_Time_Days,Shipping_Cost_INR,On_Time,Distance_KM_norm,Weight_KG_norm,Delivery_Time_Days_norm,Shipping_Cost_INR_norm
SHIP100187,Kolkata,Bangalore,Xpressbees,Road,667.5,84.68,6.1,5743.1,Yes,0.6929209695542834,0.3883242841895216,0.5706279454846516,0.5676820685386446
SHIP100427,Delhi,Chennai,Dtdc,Air,257.8,94.66,5.13,4086.52,Yes,0.25448124565252295,0.4346373381595433,0.4717870334989173,0.3941853115616677
SHIP100267,Pune,Bangalore,Bluedart,Air,659.7,31.32,6.76,5160.28,Yes,0.6845738134731663,0.14070258480671957,0.6378805247739141,0.5066422274797632
SHIP100179,Bangalore,Chennai,Delhivery,Air,677.3,41.13,7.28,5762.85,Yes,0.7034084220664563,0.18622673905981715,0.6908674054260604,0.5697505233976283
SHIP100292,Pune,Pune,Xpressbees,Road,333.7,43.12,4.32,2951.73,Yes,0.3357054952110868,0.19546150633440065,0.3892497770984588,0.27533660829958345
SHIP100053,Mumbai,Mumbai,Ekart,Rail,274.8,28.65,3.35,3018.85,Yes,0.2726737653164964,0.12831221866443918,0.29040886511272446,0.2823662128633804
SHIP100277,Pune,Chennai,Dtdc,Air,383.9,36.07,4.09,3122.4,Yes,0.3894269356305849,0.16274537101489628,0.36581327219462484,0.29321120023795083
SHIP100139,Pune,Chennai,Delhivery,Road,453.8,62.67,3.84,4991.24,Yes,0.4642302958959817,0.28618497378068586,0.34033881034263147,0.48893834852469426
SHIP100268,Mumbai,Chennai,Ekart,Road,317.8,74.9,3.78,3205.28,Yes,0.318690138584194,0.3429393475335282,0.3342249394981531,0.301891379413271
SHIP100443,Pune,Chennai,Xpressbees,Rail,120.5,12.54,2.71,1082.56,Yes,0.10754989566054901,0.05355236901944405,0.22519424277162142,0.07957489848861403
SHIP100066,Pune,Kolkata,Bluedart,Road,329.6,132.94,3.79,4796.8,Yes,0.33131788752742264,0.6122789920645969,0.3352439179722328,0.46857427952313474
SHIP100412,Delhi,Bangalore,Bluedart,Road,583.0,54.0,4.95,5301.99,Yes,0.60249344534218,0.24595108821755068,0.45344542096548207,0.5214837838375651
SHIP100494,Delhi,Bangalore,Delhivery,Road,125.4,21.0,2.13,1283.11,Yes,0.11279362191663549,0.09281173140284932,0.16609349127499679,0.10057887934781351
SHIP100289,Mumbai,Mumbai,Dtdc,Rail,319.0,57.48,4.12,3798.14,Yes,0.31997431644282737,0.26210032948164647,0.36887020761686407,0.3639827286637572
SHIP100221,Hyderabad,Chennai,Xpressbees,Rail,131.7,20.78,2.22,1217.27,Yes,0.11953555567446092,0.09179080235741797,0.17526429754171444,0.09368333160525708
SHIP100099,Chennai,Mumbai,Ekart,Road,404.9,65.03,3.78,4841.28,Yes,0.41190004815666975,0.2971367580862221,0.3342249394981531,0.4732327540612409
SHIP100278,Bangalore,Bangalore,Delhivery,Road,301.0,49.38,3.5,2731.42,Yes,0.3007116485633261,0.2245115782634925,0.3056935422239205,0.2522631252624843
SHIP100148,Pune,Bangalore,Ekart,Road,682.2,207.52,5.25,8220.98,Yes,0.7086521483225429,0.9583739384658221,0.4840147751878741,0.8271951280818669
SHIP100015,Delhi,Kolkata,Xpressbees,Road,94.4,128.17,3.48,2437.24,Yes,0.0796190272352721,0.5901433941250174,0.30365558527576103,0.2214530973933279
SHIP100163,Pune,Delhi,Bluedart,Road,452.6,96.65,6.66,5345.79,Yes,0.4629461180373483,0.44387210543412686,0.6276907400331168,0.5260710406893871
SHIP100284,Bangalore,Chennai,Delhivery,Road,24.7,10.53,2.38,324.42,Yes,0.005029696612980898,0.04422479001345769,0.19156795312699018,0.00017346219545269717
SHIP100046,Mumbai,Kolkata,Bluedart,Road,351.7,21.64,3.5,2871.59,Yes,0.3549681630905881,0.0957817068077405,0.3056935422239205,0.2669433945072312
SHIP100086,Pune,Kolkata,Delhivery,Air,207.5,82.99,3.51,3004.13,Yes,0.20065279041147202,0.38048169288598077,0.3067125206980002,0.28082455941911505
SHIP100037,Bangalore,Kolkata,Ekart,Road,618.2,113.92,8.57,6697.56,No,0.6401626625287604,0.5240150355004872,0.8223156285823462,0.6676444697895623
SHIP100416,Kolkata,Pune,Xpressbees,Road,353.5,55.27,3.97,3928.31,Yes,0.35689442987853826,0.25184463316163164,0.35358553050566804,0.377615678992563
SHIP100385,Kolkata,Delhi,Delhivery,Rail,799.0,135.04,8.59,7265.22,Yes,0.8336454598961958,0.622024223861896,0.8243535855305056,0.7270965753718768
SHIP100342,Pune,Bangalore,Xpressbees,Road,485.0,57.74,5.89,5268.97,Yes,0.4976189202204506,0.2633068819898835,0.5492293975289771,0.5180255367771274
SHIP100172,Delhi,Delhi,Xpressbees,Air,760.9,83.64,4.92,6309.24,Yes,0.7928728128845847,0.3834980741565734,0.45038848554324284,0.6269749816457361
SHIP100073,Delhi,Chennai,Xpressbees,Rail,341.0,106.29,3.44,4689.47,Yes,0.3435175771844401,0.48860735997030025,0.2995796713794421,0.4573334055983385
SHIP100424,Kolkata,Kolkata,Bluedart,Road,594.0,60.53,4.13,5075.0,Yes,0.6142650757129864,0.276254118520581,0.3698891860909438,0.49771069176461724
SHIP100104,Chennai,Bangalore,Bluedart,Road,334.2,70.405,4.32,4152.72,Yes,0.3362405693188507,0.32207991090073784,0.3892497770984588,0.4011185627851981
SHIP100213,Pune,Chennai,Xpressbees,Road,277.3,138.11,4.14,4924.96,Yes,0.275349135855316,0.6362708246322335,0.3709081645650235,0.48199671874983635
SHIP100242,Pune,Hyderabad,Bluedart,Road,292.0,9.16,5.395,2253.22,Yes,0.2910803146235754,0.03786718641236252,0.4987899630620302,0.2021803347021791
SHIP100016,Mumbai,Delhi,Bluedart,Road,280.9,203.84,3.59,5393.95,Yes,0.27920166943121627,0.9412965798876978,0.3148643484906381,0.5311149285885597
SHIP100480,Pune,Pune,Xpressbees,Air,112.5,35.97,3.16,1481.96,Yes,0.0989887099363262,0.162281312357882,0.27104827410520954,0.12140481599130303
SHIP100091,Mumbai,Pune,Ekart,Road,546.6,88.89,6.24,5793.9,Yes,0.5635400502969663,0.40786115364982134,0.5848936441217679,0.5730024486316255
SHIP100088,Chennai,Bangalore,Bluedart,Road,666.1,199.61,6.88,9150.25,Yes,0.6914227620525444,0.9216668986959952,0.6501082664628709,0.924519332983529
SHIP100380,Mumbai,Mumbai,Delhivery,Road,555.6,70.405,5.73,5390.94,Yes,0.5731713842367169,0.32207991090073784,0.5329257419437015,0.5307996855948613
SHIP100140,Kolkata,Mumbai,Dtdc,Air,505.6,68.28,3.87,4773.0,Yes,0.5196639734603243,0.3122186644391851,0.3433957457648707,0.4660816605031949
SHIP100194,Bangalore,Mumbai,Bluedart,Road,419.4,23.24,4.42,4258.83,Yes,0.4274171972818236,0.10320664531996843,0.3994395618392561,0.4122316638022494
SHIP100205,Pune,Mumbai,Dtdc,Rail,428.1,67.85,4.56,3944.2,Yes,0.4367274867569159,0.3102232122140238,0.41370526047637235,0.3792798687499934
SHIP100102,Bangalore,Bangalore,Delhivery,Road,532.1,141.48,3.34,5616.28,Yes,0.5480229011718124,0.6519096013736135,0.28938988663864473,0.554399970046679
SHIP100259,Mumbai,Kolkata,Ekart,Rail,354.8,48.89,4.46,4052.16,Yes,0.3582856225587245,0.2222376908441227,0.40351547573557506,0.39058672376649395
SHIP100174,Chennai,Mumbai,Delhivery,Road,490.4,105.59,5.42,5136.31,Yes,0.503397720584301,0.4853589493712005,0.5013374092472296,0.5041318040382523
SHIP100170,Pune,Pune,Xpressbees,Rail,580.0,94.16,7.39,6408.15,Yes,0.5992830006955965,0.4323170448744721,0.7020761686409374,0.6373340130433098
SHIP100295,Mumbai,Bangalore,Dtdc,Rail,278.4,204.94,2.53,5207.53,Yes,0.2765262988923966,0.9464012251148545,0.20685263023818617,0.5115908093575849
SHIP100157,Pune,Bangalore,Delhivery,Rail,521.0,23.25,6.06,3904.45,Yes,0.5361442559794533,0.10325305118566987,0.5665520315883327,0.3751167760591274
SHIP100070,Chennai,Mumbai,Xpressbees,Air,572.0,86.63,6.71,6894.73,Yes,0.5907218149713737,0.3973734280012993,0.6327856324035155,0.6882944568551737
SHIP100133,Bangalore,Mumbai,Delhivery,Road,216.6,69.08,1.84,2657.77,Yes,0.21039113917277547,0.31593113369529907,0.1365431155266845,0.2445496214465778
SHIP100281,Bangalore,Chennai,Delhivery,Road,20.0,38.6,0.5,712.07,Yes,0.0,0.17448605503735673,0.0,0.04077277997191086
SHIP100304,Pune,Hyderabad,Delhivery,Road,417.5,20.41,4.16,4303.81,Yes,0.4253839156723207,0.09007378532646526,0.372946121513183,0.4169425042861527
SHIP100372,Pune,Pune,Dtdc,Air,287.3,47.14,3.47,2820.61,Yes,0.28605061801059456,0.2141166643463734,0.3026366068016813,0.2616041626737633
SHIP100273,Bangalore,Chennai,Bluedart,Air,461.1,5.27,6.29,4305.7,Yes,0.472042377869335,0.01981530465450833,0.5899885364921665,0.4171404475612655
SHIP100454,Chennai,Pune,Bluedart,Air,405.7,82.86,5.42,4657.65,Yes,0.41275616672909204,0.3798784166318622,0.5013374092472296,0.45400083680781383
SHIP100333,Bangalore,Bangalore,Xpressbees,Road,531.4,40.14,6.65,5055.22,Yes,0.5472737974209428,0.18163255835537612,0.626671761559037,0.4956390949488856
SHIP100270,Pune,Kolkata,Xpressbees,Road,486.1,155.01,5.44,6125.36,Yes,0.4987960832575313,0.7146967376676411,0.5033753661953891,0.6077168814194104
SHIP100346,Pune,Delhi,Xpressbees,Road,480.3,70.59,5.77,4184.38,Yes,0.49258922360746976,0.3229384194162142,0.5370016558400204,0.4044343744730677
SHIP100458,Mumbai,Pune,Xpressbees,Rail,472.2,67.74,4.68,4569.32,Yes,0.4839210230616941,0.30971274769130813,0.4259330021653292,0.4447498688233058
SHIP100018,Bangalore,Pune,Bluedart,Road,232.3,88.84,4.05,2867.21,Yes,0.22719246615656274,0.4076291243213142,0.3617373582983059,0.26648466882204896
SHIP100177,Mumbai,Mumbai,Ekart,Road,133.1,1.0,5.04,1149.25,No,0.12103376317619992,0.0,0.4626162272321997,0.08655946833902547
SHIP100387,Kolkata,Kolkata,Xpressbees,Road,328.0,53.92,5.86,3402.2,No,0.32960565038257805,0.2455798412919393,0.546172462106738,0.32251518350598385
SHIP100020,Delhi,Pune,Bluedart,Rail,725.5,80.91,7.44,7151.22,Yes,0.7549895660548988,0.37082927282008443,0.7071710610113361,0.7151571397301478
SHIP100055,Pune,Pune,Bluedart,Road,421.5,79.56,5.04,5008.36,Yes,0.4296645085344321,0.3645644809503921,0.4626162272321997,0.49073135850878535
SHIP100382,Pune,Mumbai,Delhivery,Air,606.8,13.1,8.06,4308.97,Yes,0.6279629728717429,0.05615109749872384,0.7703477264042797,0.4174829208467783
SHIP100425,Kolkata,Hyderabad,Xpressbees,Rail,159.1,105.25,1.76,2665.64,Yes,0.14885761677992404,0.48378114993735205,0.12839128773404662,0.24537386143342346
SHIP100361,Kolkata,Chennai,Xpressbees,Rail,384.0,216.49,2.29,6885.19,Yes,0.3895339504521377,1.0,0.18239714686027256,0.6872953146093657
SHIP100034,Bangalore,Bangalore,Delhivery,Air,620.9,61.3,10.31375,6224.01,No,0.6430520627106855,0.2798273701795907,1.0,0.6180486825251698
SHIP100181,Delhi,Chennai,Xpressbees,Road,910.5,7.63,8.24,7675.54,Yes,0.9529669859275511,0.03076708896004455,0.7886893389377149,0.7700701651307734
SHIP100184,Pune,Kolkata,Ekart,Road,727.6,42.89,7.54,7002.78,Yes,0.7572368773075072,0.1943941714232679,0.7173608457521334,0.6996107377419175
SHIP100150,Pune,Mumbai,Ekart,Air,425.1,25.72,5.97,4273.82,Yes,0.4335170421103324,0.11471530001392174,0.557381225321615,0.41380159485724516
SHIP100207,Pune,Pune,Dtdc,Road,563.5,70.405,6.33,7625.66,Yes,0.581625555139387,0.32207991090073784,0.5940644503884855,0.7648461383780591
SHIP100240,Pune,Pune,Bluedart,Air,432.0,65.48,6.18,4521.38,Yes,0.44090106479747454,0.2992250220427862,0.5787797732772895,0.43972902194028396
SHIP100365,Mumbai,Bangalore,Ekart,Air,392.0,124.77,2.28,4527.68,Yes,0.3980951361763605,0.574365399786533,0.1813781683861928,0.440388832857327
SHIP100370,Pune,Pune,Ekart,Road,522.7,114.71,5.26,7073.2,Yes,0.5379635079458507,0.5276810988908998,0.48503375366195384,0.706985957547975
SHIP100296,Delhi,Delhi,Delhivery,Road,472.1,15.58,5.53,4785.93,Yes,0.48381400824014137,0.06765975219267716,0.5125461724621068,0.46743584386150683
SHIP100097,Bangalore,Hyderabad,Dtdc,Road,720.2,38.86,7.69,5553.6,Yes,0.7493177805126012,0.17569260754559377,0.7326455228633295,0.5478353750815601
SHIP100235,Delhi,Bangalore,Bluedart,Air,534.4,31.06,2.57,4912.88,Yes,0.5504842420675264,0.1394960322984825,0.21092854413450512,0.48073155749937946
SHIP100397,Bangalore,Chennai,Delhivery,Road,792.0,33.63,9.06,6840.51,Yes,0.8261544223875008,0.15142233978374867,0.8722455738122532,0.6826158936929408
SHIP100434,Kolkata,Bangalore,Xpressbees,Air,954.4499999999998,67.69,10.31375,9870.953749999999,Yes,1.0,0.30948071836280105,1.0,1.0
SHIP100154,Hyderabad,Mumbai,Delhivery,Road,345.5,83.54,5.8,4260.16,Yes,0.34833324415431544,0.3830340154995592,0.5400585912622595,0.4123709572180696
SHIP100122,Pune,Mumbai,Delhivery,Road,604.9,66.94,5.99,6457.39,Yes,0.62592969126224,0.3060002784351942,0.5594191822697745,0.642491011385404
SHIP100113,Pune,Pune,Bluedart,Road,298.9,42.69,3.67,2695.45,Yes,0.2984643373107176,0.1934660541092394,0.323016176283276,0.248495919121844
SHIP100280,Bangalore,Bangalore,Xpressbees,Air,257.0,141.11,3.14,3639.06,Yes,0.25362512708010065,0.6501925843426609,0.26901031715705004,0.3473219793489656
SHIP100351,Bangalore,Pune,Bluedart,Road,428.7,33.2,3.94,4364.65,Yes,0.43736957568623264,0.1494268875585874,0.3505285950834288,0.4233143925707385
SHIP100171,Mumbai,Mumbai,Delhivery,Road,382.9,37.43,4.21,3695.73,Yes,0.388356787415057,0.16905656875029001,0.3780410138835817,0.353257135645604
SHIP100108,Bangalore,Bangalore,Xpressbees,Air,725.1,80.9,6.72,8046.56,Yes,0.7545615067686876,0.37078286695438306,0.6338046108775951,0.8089277915500216
SHIP100078,Mumbai,Hyderabad,Bluedart,Road,455.8,76.36,5.29,4998.43,Yes,0.46637059232703737,0.34971460392593623,0.48809068908419306,0.489691370825256
SHIP100094,Bangalore,Pune,Dtdc,Road,629.3,16.48,5.91,5252.95,Yes,0.6520413077211195,0.07183628010580537,0.5512673544771366,0.5163477318737897
SHIP100061,Bangalore,Bangalore,Delhivery,Air,758.1,216.49,8.14,9809.31,Yes,0.7898763978811068,1.0,0.7784995541969176,0.9935439334575454
SHIP100440,Bangalore,Pune,Bluedart,Road,20.0,182.0,1.98,2534.92,Yes,0.0,0.8399461691957864,0.1508088141638008,0.23168330856424096
SHIP100467,Mumbai,Mumbai,Xpressbees,Road,443.3,50.72,5.19,4757.19,Yes,0.45299373963293926,0.2307299642674834,0.47790090434339577,0.46442584929709185
SHIP100125,Pune,Delhi,Xpressbees,Road,500.9,134.33,5.91,5542.83,Yes,0.5146342768473434,0.618729407397095,0.5512673544771366,0.5467074126090914
SHIP100337,Hyderabad,Bangalore,Ekart,Air,627.4,107.28,7.43,6145.51,Yes,0.6500080261116166,0.49320154067474126,0.7061520825372564,0.6098272290350318
SHIP100487,Pune,Delhi,Bluedart,Road,306.7,77.43,3.96,4111.21,Yes,0.30681149339183483,0.3546800315559887,0.3525665520315883,0.39677114196512636
SHIP100423,Bangalore,Hyderabad,Bluedart,Road,395.4,187.01,3.74,6095.32,Yes,0.4017336401091552,0.8631955079122,0.3301490256018342,0.6045707353959232
SHIP100274,Pune,Mumbai,Delhivery,Road,527.2,24.83,5.16,5287.11,Yes,0.542779174915726,0.11058517796649495,0.47484396892115655,0.5199253732906446
SHIP100410,Bangalore,Mumbai,Delhivery,Road,542.4,137.39,6.59,7497.23,Yes,0.5590454277917493,0.6329296023017309,0.6205578907145586,0.7513954215406271
SHIP100024,Hyderabad,Bangalore,Bluedart,Road,476.8,18.72,4.61,4200.78,Yes,0.4888437048531223,0.08223119402292449,0.41880015284677113,0.4061519774952111
SHIP100322,Mumbai,Delhi,Delhivery,Air,954.4499999999998,48.88,10.31375,9870.953749999999,Yes,1.0,0.22219128497842128,1.0,1.0
SHIP100350,Bangalore,Mumbai,Xpressbees,Rail,687.1,143.78,7.81,6599.73,Yes,0.7138958745786294,0.6625829504849413,0.7448732645522862,0.6573985488349101
SHIP100479,Hyderabad,Delhi,Delhivery,Rail,691.3,85.25,7.04,6206.28,Yes,0.7183904970838462,0.39096941853450273,0.6664119220481467,0.616191786087206
SHIP100126,Pune,Pune,Dtdc,Road,405.2,40.38,4.94,4469.2,Yes,0.4122210926213281,0.18274629913221033,0.4524264424914024,0.43426411183690306
SHIP100408,Pune,Pune,Ekart,Road,577.7,169.82,6.93,6604.18,Yes,0.5968216597998824,0.783423824771451,0.6552031588332696,0.6578646057525039
SHIP100283,Pune,Kolkata,Bluedart,Rail,612.7,70.405,6.95,6080.52,Yes,0.6342768473433572,0.32207991090073784,0.6572411157814291,0.6030207034003304
SHIP100178,Mumbai,Mumbai,Bluedart,Air,175.4,172.65,2.31,4519.73,Yes,0.166301032693028,0.7965566847649543,0.18443510380843203,0.4395562143191537
SHIP100436,Chennai,Hyderabad,Xpressbees,Rail,625.5,122.82,5.72,7434.83,Yes,0.6479747445021137,0.5653162559747551,0.5319067634696216,0.7448601515051545
SHIP100450,Delhi,Bangalore,Xpressbees,Air,745.2,63.54,8.16,7122.52,Yes,0.7760714859007974,0.2902222840967098,0.7805375111450771,0.7121513344413969
SHIP100223,Mumbai,Kolkata,Delhivery,Road,423.4,26.0,5.97,3589.62,Yes,0.431697790143935,0.11601466425356165,0.557381225321615,0.34214403462855264
SHIP100352,Pune,Pune,Bluedart,Road,68.1,47.34,1.09,1418.7,Yes,0.05147412916688962,0.2150447816604019,0.060119729970704375,0.1147794765290594
SHIP100093,Kolkata,Pune,Xpressbees,Air,579.4,101.31,6.28,6346.02,Yes,0.5986409117662798,0.46549723885099076,0.5889695580180868,0.6308270206185677
SHIP100069,Hyderabad,Pune,Ekart,Road,778.7,61.48,8.05,7822.41,Yes,0.8119214511209805,0.2806626757622163,0.7693287479302,0.785452138049201
SHIP100036,Hyderabad,Hyderabad,Dtdc,Air,20.0,7.68,2.62,322.7637500000005,Yes,0.0,0.03099911828855167,0.21602343650490383,0.0
SHIP100160,Bangalore,Delhi,Bluedart,Road,665.4,43.18,6.61,5117.05,Yes,0.6906736583016749,0.1957399415286092,0.6225958476627181,0.5021146678061497
SHIP100011,Chennai,Hyderabad,Ekart,Road,545.3,65.15,5.86,5961.04,Yes,0.56214885761678,0.2976936284746392,0.546172462106738,0.5905073369926656
SHIP100144,Mumbai,Mumbai,Xpressbees,Air,551.8,27.56,5.01,5653.33,Yes,0.569104821017711,0.12325397930298389,0.45955929180996047,0.558280286630241
SHIP100354,Kolkata,Bangalore,Bluedart,Road,683.5,42.53,7.66,6338.04,Yes,0.710043341002729,0.19272356025801662,0.7295885874410902,0.6299912601236465
SHIP100127,Delhi,Pune,Xpressbees,Road,739.3,42.63,6.34,5834.45,Yes,0.7697576114291831,0.19318761891503086,0.5950834288625653,0.5772493268357667
SHIP100421,Mumbai,Kolkata,Ekart,Rail,387.1,154.14,5.53,5116.47,Yes,0.39285140992027406,0.7106594273516171,0.5125461724621068,0.5020539233090251
SHIP100009,Delhi,Hyderabad,Delhivery,Air,416.3,53.73,4.33,3988.63,Yes,0.4240997378136873,0.2446981298436122,0.39026875557253854,0.38393310669351993
SHIP100375,Chennai,Kolkata,Xpressbees,Air,663.8,64.06,7.93,5782.7,Yes,0.6889614211568303,0.29263538911318393,0.7571010062412431,0.5718294514457714
SHIP100176,Mumbai,Pune,Delhivery,Air,194.7,90.21,4.79,2877.32,No,0.18695489325271553,0.41398672792240937,0.4371417653802063,0.2675435082460655
SHIP100231,Mumbai,Pune,Dtdc,Air,769.0,69.87,9.78,6788.11,No,0.8015410134303602,0.31959719708571166,0.945612023945994,0.6771279425734091
SHIP100210,Pune,Hyderabad,Dtdc,Road,669.8,99.06,7.56,7148.16,Yes,0.6953823104499974,0.4550559190681702,0.7193988027002929,0.7148366601418699
SHIP100128,Bangalore,Bangalore,Dtdc,Rail,538.4,28.37,5.38,4029.08,Yes,0.5547648349296378,0.1270128544247993,0.4972614953509107,0.38816951170850184
SHIP100143,Bangalore,Mumbai,Xpressbees,Road,918.3,73.51,9.9,7744.57,Yes,0.9613141420086684,0.3364889322010302,0.957839765634951,0.7772998076075152
SHIP100241,Pune,Chennai,Bluedart,Air,413.3,70.405,5.31,3796.03,Yes,0.4208892931671037,0.32207991090073784,0.4901286460323525,0.36376174437249365
SHIP100007,Bangalore,Mumbai,Xpressbees,Air,395.1,216.49,6.27,7483.35,Yes,0.4014125956444969,1.0,0.5879505795440071,0.7499417428853009
SHIP100254,Pune,Delhi,Dtdc,Road,582.6,83.16,7.41,5536.72,Yes,0.6020653860559689,0.38127059260290497,0.7041141255890969,0.5460675007514513
SHIP100371,Bangalore,Mumbai,Ekart,Road,445.6,60.82,6.29,4511.44,Yes,0.45545508052865336,0.27759988862592233,0.5899885364921665,0.4386879869378384
SHIP100353,Hyderabad,Bangalore,Xpressbees,Air,340.6,216.49,2.46,6166.94,Yes,0.343089517898229,1.0,0.19971978091962805,0.6120716334718935
SHIP100008,Chennai,Pune,Xpressbees,Road,340.3,82.9,4.63,3764.54,Yes,0.34276847343357064,0.380064040094668,0.4208381097949305,0.360463737106195
SHIP100156,Mumbai,Bangalore,Bluedart,Road,750.6,169.84,6.34,8899.57,Yes,0.7818502862646478,0.783516636502854,0.5950834288625653,0.8982651423987165
SHIP100027,Pune,Delhi,Bluedart,Rail,395.6,50.94,4.93,4687.83,Yes,0.4019476697522608,0.23175089331291474,0.45140746401732257,0.45716164529612424
SHIP100266,Mumbai,Hyderabad,Bluedart,Rail,159.3,48.6,2.77,2267.22,Yes,0.14907164642302964,0.2208919207387814,0.23130811361609985,0.2036465811844967
SHIP100064,Mumbai,Bangalore,Bluedart,Air,714.8,216.49,8.29,9870.953749999999,Yes,0.7435389801487507,1.0,0.7937842313081135,1.0
SHIP100255,Pune,Bangalore,Delhivery,Air,399.4,150.37,6.32,5411.02,Yes,0.4060142329712666,0.6931644159821801,0.5930454719144058,0.5329027019780713
SHIP100318,Chennai,Mumbai,Delhivery,Road,462.2,132.89,6.21,6567.39,Yes,0.4732195409064156,0.6120469627360897,0.5818367086995286,0.6540115194607564
SHIP100153,Chennai,Pune,Bluedart,Air,296.9,63.12,10.31375,3743.72,No,0.29632404087966185,0.28827323773724994,1.0,0.35828321912320554
SHIP100048,Bangalore,Delhi,Dtdc,Road,183.8,64.2,3.34,2247.08,Yes,0.17529027770346198,0.29328507123300385,0.28938988663864473,0.20153728088779127
SHIP100208,Kolkata,Mumbai,Xpressbees,Road,265.6,124.82,5.395,3853.78,Yes,0.2628284017336402,0.5745974291150401,0.4987899630620302,0.3698100111120537
SHIP100287,Delhi,Pune,Xpressbees,Road,820.3,57.69,8.17,7549.91,Yes,0.8564396168869389,0.26307485266137637,0.7815564896191567,0.7569126975898051
SHIP100001,Pune,Mumbai,Ekart,Air,597.2,113.59,6.14,7117.3,Yes,0.6176895500026756,0.5224836419323402,0.5747038593809705,0.7116046339672755
SHIP100269,Delhi,Mumbai,Dtdc,Air,304.2,67.36,2.75,4003.8,Yes,0.30413612285301517,0.30794932479465403,0.22927015666794037,0.3855218894890026
SHIP100265,Pune,Hyderabad,Delhivery,Air,443.6,155.6,4.77,6544.43,Yes,0.4533147840975976,0.7174346837440252,0.4351038084320468,0.6516068752297557
SHIP100327,Chennai,Chennai,Delhivery,Road,526.2,127.14,7.19,5767.31,Yes,0.5417090267001982,0.5853635899577706,0.6816965991593428,0.570217627634138
SHIP100334,Kolkata,Delhi,Xpressbees,Road,258.8,56.37,4.41,2646.37,Yes,0.2555513938680508,0.25694927838878834,0.3984205833651764,0.2433556778824049
SHIP100095,Kolkata,Hyderabad,Delhivery,Rail,313.8,157.89,4.52,4487.14,Yes,0.3144095457220826,0.7280616269896514,0.4096293465800534,0.4361430019721015
SHIP100464,Kolkata,Mumbai,Ekart,Road,316.4,70.405,4.27,4042.61,Yes,0.31719193108245497,0.32207991090073784,0.38415488472806003,0.3895865342017702
SHIP100492,Chennai,Bangalore,Dtdc,Road,322.5,53.37,5.52,3406.03,Yes,0.3237198351971749,0.24302751867836092,0.5115271939880269,0.3229163066507893
SHIP100439,Chennai,Bangalore,Xpressbees,Air,630.2,197.36,7.1,9030.02,Yes,0.6530044411150946,0.9112255789131747,0.672525792892625,0.9119274176571687
SHIP100116,Kolkata,Kolkata,Dtdc,Road,820.1,25.6,8.09,7640.45,Yes,0.8562255872438335,0.11415842962550467,0.7734046618265189,0.766395123054736
SHIP100045,Delhi,Mumbai,Dtdc,Rail,20.0,23.02,2.82,468.56,Yes,0.0,0.1021857162745371,0.2364030059864985,0.015269517049828239
SHIP100161,Chennai,Bangalore,Delhivery,Rail,340.2,43.87,4.42,2946.92,Yes,0.3426614586120178,0.1989419462620075,0.3994395618392561,0.2748328479010158
SHIP100386,Delhi,Bangalore,Dtdc,Air,269.9,54.86,2.08,5136.31,Yes,0.2674300390604099,0.2499419926678732,0.16099859890459814,0.5041318040382523
SHIP100117,Bangalore,Mumbai,Dtdc,Air,251.4,7.0,2.05,1976.92,Yes,0.24763229707314469,0.027843519420854796,0.1579416634823589,0.17324291305472553
SHIP100288,Mumbai,Bangalore,Bluedart,Road,453.7,143.39,5.69,6497.95,Yes,0.4641232810744289,0.6607731217225856,0.5288498280473825,0.6467389369084612
SHIP100077,Hyderabad,Pune,Xpressbees,Road,731.1,128.16,8.71,8478.71,Yes,0.7609823960618547,0.5900969882593159,0.8365813272194625,0.8541876785024177
SHIP100413,Mumbai,Chennai,Dtdc,Road,560.8,66.38,5.39,5436.82,Yes,0.5787361549574617,0.3034015499559144,0.49828047382499036,0.5356047847811994
SHIP100063,Kolkata,Bangalore,Bluedart,Road,159.6,61.06,1.96,2345.85,Yes,0.14939269088768797,0.2787136294027565,0.14877085721564132,0.21188164982054186
SHIP100394,Kolkata,Hyderabad,Bluedart,Air,523.8,15.38,5.91,4513.02,Yes,0.5391406709829312,0.06673163487864867,0.5512673544771366,0.4388534633265573
SHIP100390,Hyderabad,Mumbai,Bluedart,Road,513.1,54.61,5.09,4393.52,Yes,0.5276900850767833,0.2487818460253376,0.46771111960259837,0.42633800228106067
SHIP100230,Pune,Delhi,Bluedart,Rail,445.0,95.7,4.5,4782.09,Yes,0.4548129915993366,0.4394635481924915,0.407591389631894,0.4670336733977854
SHIP100297,Bangalore,Kolkata,Dtdc,Road,742.4,100.63,6.24,7547.2,Yes,0.7730750708973194,0.46234163998329386,0.5848936441217679,0.7566288741635849
SHIP100186,Delhi,Bangalore,Delhivery,Air,821.1,70.405,7.75,6776.26,Yes,0.8572957354593613,0.32207991090073784,0.7387593937078079,0.675886869658019
SHIP100455,Kolkata,Mumbai,Dtdc,Air,298.2,22.33,4.35,2995.7,Yes,0.2977152335598481,0.09898371154113879,0.39230671252069793,0.2799416695729766
SHIP100199,Bangalore,Pune,Delhivery,Road,716.0,23.71,7.0,6061.41,Yes,0.7448231580073842,0.1053877210079354,0.6623360081518278,0.6010192769519669
